City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,ancud,-41.8697,-73.8203,5.87,83,7,1.49,CL,1686611247
363,ca mau,9.1769,105.15,26.25,88,100,1.7,VN,1686611247
364,punta cana,18.5818,-68.4043,28.87,74,20,2.57,DO,1686610864
365,nogliki,51.8333,143.1667,5.37,99,100,1.69,RU,1686611247
366,morehead,37.2711,-87.1764,20.86,51,40,1.54,US,1686611247
367,semenov,56.7875,44.493,6.66,77,0,1.71,RU,1686611248
368,severo-yeniseyskiy,60.3725,93.0408,7.79,76,100,2.55,RU,1686611248
369,carutapera,-1.195,-46.02,24.31,95,33,3.28,BR,1686611248
370,yeed,4.55,43.0333,24.31,56,93,8.44,SO,1686611248
371,yuzhno-kurilsk,44.0306,145.8556,11.48,96,100,3.69,RU,1686611248
372,saguenay,48.4168,-71.0657,28.46,25,40,6.69,CA,1686611139
373,mil'kovo,55.6078,37.7956,11.08,75,2,3.26,RU,1686611248
374,outjo,-20.1167,16.15,8.98,19,1,2.97,NA,1686611248
375,ruwa,-17.8972,31.2371,11.25,47,37,1.06,ZW,1686611248
376,sarh,9.1429,18.3923,23.36,85,56,1.3,TD,1686611249
377,sola,-13.8833,167.55,26.9,76,55,6.84,VU,1686611249
378,bonny,4.4522,7.1681,25.91,85,100,2.93,NG,1686611249
379,bayt lahya,31.5464,34.4951,21.81,79,1,1.53,PS,1686611249
380,dunedin,-45.8742,170.5036,12.67,64,96,3.58,NZ,1686610957
381,turaif,31.6725,38.6637,21.91,43,0,4.13,SA,1686611249
382,yur'yevets,57.3201,43.1041,9.48,74,7,1.12,RU,1686611250
383,hilo,19.7297,-155.09,28.85,64,20,3.6,US,1686611251
384,gazli,40.1333,63.45,27.78,16,16,3.67,UZ,1686611251
385,yekaterinoslavka,50.3734,129.1139,18.78,78,20,4.28,RU,1686611251
386,tsumeb,-19.2333,17.7167,14.69,15,39,3.42,NA,1686611251
387,east london,-33.0153,27.9116,14.31,68,99,5.63,ZA,1686611251
388,pueblo west,38.35,-104.7227,17.54,48,40,5.97,US,1686611182
389,sao vicente,-23.9631,-46.3919,23.1,26,95,0.45,BR,1686611252
390,kokopo,-4.352,152.2633,28.56,71,65,2.92,PG,1686611252
391,cabedelo,-6.9811,-34.8339,24.37,86,0,5.41,BR,1686611252
392,ust'-ilimsk,58.0006,102.6619,11.04,54,100,2.82,RU,1686611252
393,houghton,47.1219,-88.569,10.97,95,100,4.12,US,1686611252
394,aligudarz,33.4006,49.6949,17.52,38,0,1.18,IR,1686611252
395,bu'aale,1.0833,42.5833,22.57,89,67,3.8,SO,1686611252
396,hancheng,32.5186,112.3522,23.12,73,100,2.59,CN,1686611252
397,korla,41.7597,86.1469,28.24,25,93,6.18,CN,1686611253
398,stuttgart,48.7823,9.177,17.3,51,0,3.09,DE,1686611117
399,port isabel,26.0734,-97.2086,33.02,73,0,8.23,US,1686611253
400,ola,59.5833,151.2833,16.19,94,100,4.5,RU,1686611253
401,mana,5.6592,-53.7767,26.09,89,83,4.2,GF,1686611254
402,hami,42.8,93.45,27.04,26,66,7.64,CN,1686611254
403,luderitz,-26.6481,15.1594,13.06,82,0,4.96,NA,1686611067
404,vernon,50.2581,-119.2691,34.96,22,12,1.54,CA,1686610903
405,shahrud,36.4182,54.9763,22.43,47,10,2.17,IR,1686611254
406,brest,52.1,23.7,8.99,96,100,3.1,BY,1686611243
407,dhidhdhoo,6.8833,73.1,28.85,78,93,8.34,MV,1686611078
408,meadow lakes,61.6247,-149.6011,12.62,66,100,1.54,US,1686611255
409,watampone,-4.5386,120.3279,25.25,87,94,1.69,ID,1686611255
410,peace river,56.2501,-117.286,25.63,47,100,3.86,CA,1686611255
411,santana,-0.0583,-51.1817,27.1,94,75,2.57,BR,1686611166
412,rocky mountain house,52.3668,-114.9188,23.43,51,16,3.42,CA,1686611255
413,minas de marcona,-15.2119,-75.1103,12.61,84,33,7.53,PE,1686611255
414,grand gaube,-20.0064,57.6608,24.65,75,33,0.89,MU,1686611256
415,medina de rioseco,41.8833,-5.0441,15.23,86,82,2.73,ES,1686611256
416,rikaze,29.25,88.8833,12.28,49,40,1.57,CN,1686611159
417,cotonou,6.3654,2.4183,25.99,76,45,4.6,BJ,1686611256
418,kodiak,57.79,-152.4072,11.73,54,75,5.14,US,1686611256
419,kirensk,57.7853,108.1119,10.01,54,93,5.25,RU,1686611256
420,tomatlan,19.9333,-105.25,31.48,55,17,5.0,MX,1686611256
421,heunghae,36.1125,129.3522,20.48,86,71,1.05,KR,1686611257
422,murun-kuren,49.6342,100.1625,15.44,86,79,1.92,MN,1686611257
423,bogande,12.9714,-0.1436,28.19,59,98,3.64,BF,1686611257
424,kilindoni,-7.9139,39.6668,26.17,65,1,6.44,TZ,1686611257
425,partenit,44.578,34.3446,18.59,89,98,1.21,UA,1686611257
426,luchegorsk,46.4764,134.2569,18.22,80,97,1.13,RU,1686611257
427,wynyard,-41.0,145.7167,11.66,90,100,4.93,AU,1686611258
428,ust'-talovka,50.5493,81.85,12.11,63,53,1.73,KZ,1686611258
429,cannonvale,-20.2833,148.7,21.66,84,16,4.06,AU,1686611258
430,katabu,-4.9333,122.5167,24.3,90,100,0.95,ID,1686611258
431,vanino,49.0869,140.2543,10.28,95,100,1.41,RU,1686611258
432,lashio,22.9333,97.75,19.94,99,100,0.23,MM,1686611258
433,goundam,16.4145,-3.6708,31.36,45,35,3.03,ML,1686611258
434,autun,46.95,4.3,14.14,95,37,0.79,FR,1686611259
435,atlantic,39.4668,-74.6663,21.21,90,100,4.12,US,1686611239
436,plastun,44.7561,136.2939,12.21,98,100,2.07,RU,1686611259
437,inirida,3.8653,-67.9239,24.66,94,75,0.89,CO,1686611212
438,barah,13.7,30.3667,32.44,37,47,2.45,SD,1686611259
439,luanda,-8.8368,13.2343,23.0,83,75,3.09,AO,1686611052
440,new norfolk,-42.7826,147.0587,7.72,80,87,1.09,AU,1686611259
441,nyala,12.05,24.8833,27.75,56,74,5.15,SD,1686611260
442,redcliff,-19.0333,29.7833,16.35,43,28,0.48,ZW,1686611260
443,hluti,-27.2167,31.6167,14.05,75,83,0.97,SZ,1686611260
444,carlisle,40.2015,-77.1889,19.95,80,100,1.34,US,1686611193
445,jabor,5.921,169.6434,28.53,80,100,8.02,MH,1686611260
446,pointe-noire,-4.7761,11.8635,23.11,93,29,1.47,CG,1686611260
447,sallisaw,35.4604,-94.7875,23.38,73,0,3.09,US,1686611261
448,travnik,44.2267,17.6706,11.31,95,22,1.08,BA,1686611261
449,talara,-4.5772,-81.2719,26.42,73,0,8.23,PE,1686611261
450,liuli,-11.0833,34.6333,22.99,62,10,1.29,TZ,1686611261
451,kapa'a,22.0752,-159.319,28.99,78,20,6.17,US,1686611002
452,comodoro rivadavia,-45.8667,-67.5,8.92,37,0,4.63,AR,1686611261
453,champerico,14.3,-91.9167,30.58,70,96,4.7,GT,1686611261
454,sumenep,-7.0167,113.8667,25.7,81,22,4.42,ID,1686611261
455,tuntum,-5.2581,-44.6489,26.5,57,9,1.38,BR,1686611262
456,otuzco,-7.9,-78.5833,11.37,85,38,0.97,PE,1686611262
457,soto la marina,23.7667,-98.2167,34.43,55,0,8.03,MX,1686611262
458,egilsstadir,65.2653,-14.3948,14.57,47,100,1.76,IS,1686611262
459,dickinson,29.4608,-95.0513,35.08,70,0,5.66,US,1686611262
460,kalemie,-5.9475,29.1947,21.93,69,95,1.16,CD,1686611061
461,pemangkat,1.1667,108.9667,26.17,84,94,2.4,ID,1686611262
462,onega,63.9061,38.1404,14.01,57,99,5.07,RU,1686611263
463,fonte boa,-2.4959,-66.2662,25.08,93,10,1.17,BR,1686611263
464,sur,22.5667,59.5289,30.8,58,100,1.03,OM,1686611263
465,vodnyy,63.5046,53.4095,11.13,83,98,3.92,RU,1686611263
466,gizo,-8.103,156.8419,28.61,77,8,4.45,SB,1686611263
467,selfoss,63.9331,-20.9971,7.8,77,68,2.9,IS,1686611263
468,pathri,19.25,76.45,29.63,50,32,5.4,IN,1686611263
469,walvis bay,-22.9575,14.5053,13.94,83,0,4.52,NA,1686611263
470,moroni,-11.7022,43.2551,23.99,64,4,2.02,KM,1686611264
471,mariinskiy posad,56.115,47.718,8.52,81,0,2.3,RU,1686611264
472,amstetten,48.1229,14.8721,11.62,83,0,1.31,AT,1686611264
473,sotkamo,64.1333,28.4167,14.01,56,79,3.93,FI,1686611264
474,salinopolis,-0.6136,-47.3561,26.26,86,87,5.3,BR,1686611264
475,ninh binh,20.2539,105.975,28.58,82,100,0.36,VN,1686611264
476,kimbe,-5.5502,150.1429,28.5,76,17,1.37,PG,1686611265
477,kalispell,48.1958,-114.3129,29.02,30,0,4.12,US,1686611265
478,lhokseumawe,5.1801,97.1507,25.21,86,85,1.95,ID,1686611265
479,rudsar,37.1376,50.288,23.55,79,3,0.89,IR,1686611265
480,verkh-chebula,56.0308,87.6218,10.67,96,100,2.94,RU,1686611265
481,morden,49.1919,-98.1014,28.92,24,32,4.12,CA,1686610987
482,aripuana,-9.1667,-60.6333,27.8,66,88,1.19,BR,1686611266
483,kirakira,-10.4544,161.9205,29.11,74,24,2.97,SB,1686611266
484,hirna,9.2167,41.1,18.34,69,92,0.95,ET,1686611266
485,moranbah,-22.0016,148.0466,20.1,68,99,3.06,AU,1686611266
486,girvan,55.2426,-4.8555,18.0,93,46,3.07,GB,1686611266
487,sedalia,38.7045,-93.2283,23.84,40,0,2.24,US,1686611087
488,loreto,22.2667,-101.9667,32.34,14,57,6.51,MX,1686611266
489,kuraymah,18.55,31.85,34.47,15,37,4.82,SD,1686611266
490,mahina,-17.5065,-149.489,28.87,65,40,8.75,PF,1686611267
491,jeju city,33.5097,126.5219,21.15,80,81,2.1,KR,1686611267
492,douentza,14.9951,-2.9517,30.61,49,100,4.24,ML,1686611267
493,qamdo,31.1667,97.2333,4.28,87,100,1.04,CN,1686611267
494,lesogorsk,56.0458,99.5136,11.33,85,100,0.28,RU,1686611267
495,saint-joseph,-21.3667,55.6167,21.93,76,0,2.52,RE,1686611267
496,ulsteinvik,62.3432,5.8487,15.04,66,100,0.45,NO,1686611267
497,bundibugyo,0.7414,30.0417,18.78,96,59,1.41,UG,1686611268
498,al kharj,24.155,47.3346,34.21,20,68,0.65,SA,1686611268
499,portstewart,55.1813,-6.714,17.83,94,93,1.7,GB,1686610982
500,edd,13.9297,41.6925,33.03,50,97,3.23,ER,1686611268
501,cheremukhovo,60.3484,59.9851,5.29,73,18,2.91,RU,1686611268
502,hadibu,12.65,54.0333,28.11,78,100,9.14,YE,1686611268
503,kasane,-17.8167,25.15,15.46,35,11,1.13,BW,1686611269
504,kapuskasing,49.4169,-82.4331,21.05,56,100,4.12,CA,1686610982
505,anna regina,7.2644,-58.5077,25.84,87,72,3.2,GY,1686611269
506,luau,-10.7073,22.2247,16.98,43,3,0.98,AO,1686611058
507,karukh,34.4811,62.5863,20.92,25,0,4.71,AF,1686611269
508,newman,37.3138,-121.0208,29.47,27,56,1.2,US,1686611269
509,akrehamn,59.2667,5.1833,13.45,67,100,1.03,NO,1686611269
510,koz'modem'yansk,56.3367,46.5711,6.12,85,0,2.26,RU,1686611269
511,san angelo,31.4638,-100.437,35.12,49,0,8.75,US,1686611270
512,hirara,24.8,125.2833,25.91,93,100,6.91,JP,1686611270
513,katsuren-haebaru,26.3369,127.8719,28.01,100,100,4.12,JP,1686611270
514,luganville,-15.5333,167.1667,25.14,87,81,3.52,VU,1686611270
515,al 'aziziyah,32.9058,45.0616,33.07,20,0,4.71,IQ,1686611238
516,ta`u,-14.2336,-169.5144,27.67,73,76,8.29,AS,1686611270
517,glen innes,-29.7333,151.7333,10.75,70,62,0.26,AU,1686611270
518,tondano,1.3038,124.9112,21.05,96,100,0.29,ID,1686611270
519,andratx,39.5755,2.4202,24.13,81,85,3.4,ES,1686611271
520,thinadhoo,0.5333,72.9333,28.65,76,94,5.31,MV,1686611271
521,douglas,41.3,-96.167,25.53,37,0,2.57,US,1686611000
522,kafin hausa,12.2375,9.908,31.31,47,88,5.27,NG,1686611271
523,tanumah,27.1,44.1333,32.21,16,0,4.92,SA,1686611271
524,palikir - national government center,6.9248,158.1611,29.41,74,100,5.14,FM,1686611271
525,mangrol,21.1167,70.1167,28.7,85,99,13.42,IN,1686611271
526,prince rupert,54.3161,-130.3201,15.05,77,75,3.09,CA,1686611271
527,crane,31.3974,-102.3501,37.88,8,0,8.03,US,1686611271
528,conceicao da barra,-18.5933,-39.7322,23.29,82,1,3.56,BR,1686611084
529,polovinnoye,54.7914,65.9864,8.99,56,100,2.88,RU,1686611272
530,kasongo-lunda,-6.4667,16.8167,22.0,81,18,0.96,CD,1686611272
531,prince george,53.9166,-122.753,29.58,27,0,1.54,CA,1686611112
532,menongue,-14.6585,17.691,12.12,40,14,0.3,AO,1686611272
533,san julian,21.0167,-102.1667,31.62,17,48,2.14,MX,1686611272
534,calvinia,-31.4707,19.776,5.64,95,70,4.49,ZA,1686611272
535,egersund,58.4513,5.9997,14.96,55,22,1.93,NO,1686611272
536,lagos,6.5833,3.75,28.18,82,97,1.99,NG,1686610610
537,pamandzi,-12.7967,45.2794,24.88,78,0,3.09,YT,1686611273
538,kulhudhuffushi,6.6221,73.07,28.79,78,97,7.86,MV,1686611273
539,mermoz boabab,14.7065,-17.4758,27.31,83,85,5.44,SN,1686611273
540,zywiec,49.6853,19.1924,8.68,90,76,1.42,PL,1686611273
541,jiwani,25.05,61.7417,29.36,75,100,3.4,PK,1686611244
542,al bardiyah,31.7561,25.0865,21.44,81,0,4.49,LY,1686611273
543,monte argentario,42.4345,11.1195,21.48,79,94,2.82,IT,1686611273
544,sisimiut,66.9395,-53.6735,0.81,81,16,5.07,GL,1686611273
